"spec_id","diputado_id","diputado_nombre","binary_votes_selected","dimension_1_raw","dimension_2_raw","se_1d","se_2d","gmp","correctly_classified"
"raw_lop050_2d","1102","Roberto Arroyo Muñoz",217,-0.702664434909821,-0.0464200787246227,0,0,0.890775918960571,0.944700460829493
"raw_lop050_2d","1104","Chiara Barchiesi Chávez",253,-0.986963093280792,0.14682449400425,0,0,0.983268737792969,0.99604743083004
"raw_lop050_2d","1105","Héctor Barría Angulo",242,0.241050347685814,-0.884434998035431,0,0,0.872632265090942,0.962809917355372
"raw_lop050_2d","1107","María Francisca Bello Campos",0,NA,NA,NA,NA,NA,NA
"raw_lop050_2d","1108","Juan Carlos Beltrán Silva",244,-0.771246194839478,-0.252871721982956,0,0,0.920901715755463,0.963114754098361
"raw_lop050_2d","1110","Carlos Bianchi Chelech",245,0.300658494234085,-0.059797003865242,0,0,0.828362107276917,0.922448979591837
"raw_lop050_2d","1114","Félix Bugueño Sotelo",240,0.641364634037018,-0.152912333607674,0,0,0.946242213249207,0.991666666666667
"raw_lop050_2d","1116","Felipe Camaño Cárdenas",249,0.178829506039619,-0.631085515022278,0,0,0.805510282516479,0.903614457831325
"raw_lop050_2d","1117","Nathalie Castillo Rojas",226,0.936025321483612,0.351932615041733,0,0,0.972192347049713,0.986725663716814
"raw_lop050_2d","1119","Sara Concha Smith",255,-0.740908920764923,-0.0911744087934494,0,0,0.947113037109375,0.980392156862745
"raw_lop050_2d","1122","Luis Alberto Cuello Peña y Lillo",259,0.938077449798584,0.346425861120224,0,0,0.971965134143829,0.988416988416988
"raw_lop050_2d","1127","Lorena Fries Monleón",250,0.730746984481812,0.0556740090250969,0,0,0.962474644184113,0.992
"raw_lop050_2d","1128","Ana María Gazmuri Vieira",230,0.957105815410614,0.28973862528801,0,0,0.939945340156555,0.982608695652174
