"spec_id","diputado_id","diputado_nombre","dimension_1_aligned","dimension_2_aligned","dimension_2_predicted_by_quadratic","dimension_2_residual_after_quadratic","modal_party","modal_caucus","modal_alignment"
"raw_lop025_2d","1234","Mario Olavarría Rodríguez",-0.876738131046295,-0.0186480656266212,-0.00458762858801954,-0.0140604370386017,"Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1235","Javier Olivares Avendaño",-0.418125331401825,0.611363172531128,-0.0706584477615296,0.682021620292658,"Partido de la Gente","Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1236","Paula Olmos Contreras",0.0210932847112417,0.910056531429291,-0.061778774351702,0.971835305780993,"Partido de la Gente","Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1237","Francisco Orrego Gutiérrez",-0.838023543357849,-0.0151164121925831,-0.0131396393450341,-0.00197677284754896,"Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo"
"raw_lop025_2d","1238","Álvaro Ortiz Vera",0.274797528982162,-0.889205038547516,-0.0244825220084645,-0.864722516539052,"Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion"
"raw_lop025_2d","1239","Fabián Ossandón Briceño",0.168742552399635,0.633178472518921,-0.0429385719575439,0.676117044476465,"Partido de la Gente","Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1240","Zandra Parisi Fernández",-0.103051014244556,0.96545946598053,-0.0714457339623178,1.03690519994285,"Partido de la Gente","Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1241","Patricio Pinilla Valencia",0.334988713264465,-0.798575639724731,-0.0121768642173377,-0.786398775507393,"Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion"
"raw_lop025_2d","1242","Rodrigo Ramírez Parra",-0.787416160106659,-0.304357379674911,-0.0234916297466829,-0.280865749928228,"Independientes","Renovación Nacional, Evopoli e Independientes","oficialismo"
"raw_lop025_2d","1243","Tamara Ramírez Ramírez",0.154203772544861,0.742409229278564,-0.0451478469071328,0.787557076185697,"Partido de la Gente","Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1244","Claudia Reyes Larenas",-0.945560157299042,0.120891623198986,0.0119692846530057,0.10892233854598,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1245","Alejandro Riquelme Ducci",-0.98773992061615,0.156107932329178,0.0229734241356723,0.133134508193506,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1246","José Antonio Rivas Villalobos",0.613014340400696,-0.0979489460587502,0.0618694757744392,-0.159818421833189,"Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion"
"raw_lop025_2d","1247","Javiera Rodríguez Pascual",-0.987426042556763,0.158081755042076,0.0228891330450333,0.135192621997043,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1248","Felipe Ross Correa",-0.995366215705872,0.0961563512682915,0.0250325248187025,0.071123826449589,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1249","Omar Sabat Guzmán",-0.859077751636505,-0.215203210711479,-0.00855682334964028,-0.206646387361839,"Independientes","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1250","Bernardo Salinas Maya",0.900428473949432,0.435004115104675,0.168153033791248,0.266851081313427,"Independientes","Comité Comunista e Independientes","oposicion"
"raw_lop025_2d","1251","Macarena Santelices Cañas",-0.985707521438599,0.168458864092827,0.0224282680115217,0.146030596081305,"Partido Republicano","Comité Partido Republicano","oficialismo"
